135,67,91,97
139,66,91,97
143,65,91,97
147,64,91,97
152,63,91,97
156,62,91,97
160,61,91,97
165,60,91,97
172,61,91,97
180,62,91,97
188,64,91,97
187,64,91,97
187,64,91,97
186,64,91,97
186,65,91,97
171,63,91,97
157,62,91,97
142,60,91,97
128,59,91,97
113,59,91,97
99,60,91,97
84,61,91,97
70,62,91,97
56,63,91,97
54,63,89,96
52,64,88,94
51,64,85,93
49,65,84,91
48,66,82,90
47,67,81,89
46,69,81,87
46,70,79,86
45,72,79,84
44,73,78,83
44,75,77,82
48,76,77,82
53,78,77,82
58,79,77,82
63,81,77,82
68,83,77,82
73,87,79,84
79,91,81,87
85,95,83,89
91,99,84,92
97,103,86,94
103,107,88,97
109,111,90,100
112,106,88,98
116,102,86,95
120,97,84,93
123,93,83,90
127,89,81,87
131,84,79,85
134,80,78,82
138,75,76,80
142,71,74,77
146,67,72,75
150,69,69,72
154,72,66,68
158,75,63,65
162,78,60,61
167,81,56,58
169,81,55,57
172,81,54,56
175,81,52,55
178,81,51,54
181,82,50,53
175,83,50,53
169,84,50,53
164,86,50,53
158,87,50,53
153,89,50,53
153,89,50,54
153,89,50,55
153,90,51,55
151,90,52,55
150,90,52,56
149,90,53,57
148,90,53,58
147,90,54,59
143,90,54,60
139,91,55,61
135,92,56,62
128,91,58,64
121,90,60,66
115,90,61,67
112,88,61,68
109,86,62,69
106,84,63,70
103,83,64,71
100,81,65,72
97,79,66,73
94,78,67,74
96,77,67,74
99,77,67,74
102,76,67,74
105,76,67,74
108,76,67,74
109,75,67,74
111,74,67,74
112,73,67,74
114,72,67,74
122,71,67,74
130,71,67,74
138,71,67,74
147,71,67,74
150,73,67,74
153,75,67,74
156,77,67,74
160,79,67,74
163,81,67,74
166,83,67,74
170,86,67,74
167,85,67,74
165,85,67,74
162,85,67,74
160,85,67,74
161,85,67,74
162,85,67,74
163,85,67,74
164,85,67,74
165,85,67,74
157,83,68,75
149,81,69,76
141,79,71,77
137,77,72,78
133,76,74,79
130,74,75,80
126,73,77,81
123,72,78,82
125,78,77,81
128,85,76,80
130,91,75,79
133,98,74,78
135,104,73,77
138,111,72,76
142,112,73,75
146,114,74,74
150,116,75,73
148,117,73,72
147,118,70,72
145,120,69,70
144,121,66,70
143,123,64,69
143,118,64,68
143,113,65,68
143,108,65,67
143,103,66,67
144,98,66,67
145,97,63,63
147,96,59,59
149,95,55,56
148,93,54,56
147,91,53,56
146,90,52,55
145,88,51,55
144,87,51,54
141,87,50,54
138,87,50,54
136,87,49,54
133,87,49,54
130,87,49,54
128,87,48,54
125,87,48,54
123,88,47,53
119,87,47,53
116,87,47,53
112,87,47,53
109,86,47,53
105,86,47,53
102,86,47,53
99,86,47,53
101,85,47,53
103,85,48,53
105,85,49,53
107,84,50,53
109,84,51,53
111,84,52,53
114,84,52,53
117,82,53,54
120,80,55,56
123,78,56,57
126,76,58,59
129,74,59,60
132,72,61,62
135,70,62,63
138,69,64,64
140,68,64,65
142,68,65,66
144,67,66,68
146,67,67,68
148,66,68,70
150,66,69,71
152,66,70,72
145,67,71,73
138,68,72,75
131,70,73,76
124,71,74,78
118,73,75,79
115,72,75,79
112,72,75,79
109,72,75,79
106,72,75,79
103,72,75,79
100,72,75,79
98,72,75,79
95,72,75,79
93,73,75,79
91,74,75,79
95,71,75,79
99,68,75,79
103,65,75,79
107,63,75,79
107,64,76,80
108,66,77,81
109,67,78,82
110,69,79,83
111,71,80,84
115,70,81,85
119,69,82,86
123,68,84,87
128,67,84,89
132,66,86,90
136,65,87,91
141,65,88,92
142,64,88,92
144,63,88,92
145,63,88,92
147,62,88,92
148,62,88,92
150,61,88,92
151,60,88,92
153,60,88,92
154,59,88,92
156,59,88,92
146,59,88,92
137,60,88,92
128,61,88,92
135,57,86,90
143,53,84,89
150,49,83,88
158,45,81,87
165,41,80,86
173,37,78,85
170,39,75,84
167,41,73,83
164,44,70,81
161,46,68,80
158,49,66,78
153,50,63,75
148,51,60,73
143,53,57,70
146,57,54,68
149,62,52,65
152,67,50,62
156,72,47,60
157,70,48,60
158,69,49,60
159,68,51,60
160,66,52,61
161,65,54,61
162,64,55,61
164,63,56,61
166,66,57,62
169,69,58,63
171,72,60,64
174,75,61,65
177,78,62,67
169,77,63,70
161,76,65,73
153,75,66,76
145,75,68,78
142,74,67,78
140,74,66,77
137,73,66,77
135,73,65,76
137,72,64,76
139,71,64,76
141,71,64,75
144,70,63,76
146,70,63,75
148,69,63,75
151,69,62,75
153,72,62,75
155,75,63,75
158,78,63,75
160,81,64,75
162,84,65,75
165,88,65,75
164,87,66,75
164,87,66,75
163,86,67,75
163,86,67,75
161,86,67,74
159,86,67,74
157,87,67,73
155,87,67,72
153,88,67,71
151,88,67,71
149,89,67,70
149,89,67,70
151,90,66,69
154,92,65,68
156,94,64,67
159,96,63,66
158,94,63,66
157,93,63,66
156,92,63,66
155,91,63,66
154,90,63,66
153,89,63,66
151,84,63,66
150,79,63,66
