113,74,195,160
113,73,195,159
114,73,196,159
114,72,196,158
115,72,197,158
115,71,197,157
116,71,198,157
117,71,199,157
117,70,199,156
118,70,200,156
118,69,200,155
119,69,201,155
120,69,202,155
119,68,201,154
118,68,200,154
118,68,200,154
117,68,199,154
117,68,199,154
116,68,198,154
116,68,198,154
115,68,197,154
114,67,196,153
114,67,196,153
113,67,195,153
113,67,195,153
112,67,194,153
112,67,194,153
111,67,193,153
111,67,193,153
110,67,192,153
109,67,191,153
109,67,191,153
108,67,190,153
107,67,189,153
107,68,189,154
106,68,188,154
106,68,188,154
105,68,187,154
104,68,186,154
104,68,186,154
103,69,185,155
103,69,185,155
102,69,184,155
101,69,183,155
101,69,183,155
100,69,182,155
100,70,182,156
100,69,182,155
101,69,183,155
101,69,183,155
102,69,184,155
102,68,184,154
103,68,185,154
103,68,185,154
104,68,186,154
104,67,186,153
105,67,187,153
105,67,187,153
106,67,188,153
106,66,188,152
107,66,189,152
107,66,189,152
108,66,190,152
108,65,190,151
109,65,191,151
109,65,191,151
110,65,192,151
110,64,192,150
111,64,193,150
112,64,194,150
113,63,195,150
114,63,196,150
114,63,196,149
115,62,197,149
116,62,198,149
117,62,199,149
118,61,200,149
118,61,200,148
119,61,201,148
120,60,202,148
121,60,203,148
122,60,204,148
121,60,203,148
121,60,203,148
121,60,203,148
120,60,202,148
120,60,202,148
120,60,202,148
119,60,201,148
119,60,201,148
119,60,201,148
118,60,200,148
118,61,200,149
118,61,200,149
117,61,199,149
117,61,199,149
117,61,199,149
116,61,198,149
116,61,198,149
116,61,198,149
115,61,197,149
115,61,197,149
115,62,197,150
115,61,197,149
115,61,197,149
115,61,197,149
115,61,197,149
116,61,198,149
116,61,198,149
116,61,198,149
116,61,198,149
117,61,199,149
117,61,199,149
117,61,199,149
117,60,199,148
117,60,199,148
118,60,200,148
118,60,200,148
118,60,200,148
118,60,200,148
119,60,201,148
119,60,201,148
119,60,201,148
119,60,201,148
120,60,202,148
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
120,59,202,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
121,59,203,147
122,59,204,147
122,59,204,147
122,59,204,147
122,59,204,147
122,59,204,147
122,59,204,147
122,59,204,147
122,59,204,147
122,59,204,147
122,59,204,147
122,59,204,147
122,58,204,146
122,58,204,146
122,58,204,146
122,58,204,146
122,58,204,146
122,58,204,146
122,58,204,146
122,58,204,146
122,58,204,146
122,58,204,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
123,58,205,146
124,58,206,146
124,58,206,146
